pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,family_name,title,alone,family_size,deck,persons_on_ticket,fare_per_head
2,0,Kurt Arnold Gottfrid,male,25.0,1,0,236853,26.0,unknown,S,not_found,not_found,"Skara, Sweden / Rockford, IL",Bryhl,Mr.,0,2,unknown,2,13.0
2,1,Kate,female,36.0,0,0,27849,13.0,unknown,S,9,survived,"Sittingbourne, England / San Diego, CA",Buss,Miss.,1,1,unknown,1,13.0
2,0,Reginald Fenton,male,25.0,0,0,234686,13.0,unknown,S,not_found,97.0,"Southsea, Hants",Butler,Mr.,1,1,unknown,1,13.0
2,0,Thomas Roussel Davids,male,42.0,0,0,244310,13.0,unknown,S,not_found,not_found,London,Byles,Rev.,1,1,unknown,1,13.0
2,1,(Karolina),female,42.0,0,0,236852,13.0,unknown,S,boat_unknown,survived,"New York, NY",Bystrom,Mrs.,1,1,unknown,1,13.0
2,1,Alden Gates,male,0.8333,0,2,248738,29.0,unknown,S,13,survived,"Bangkok, Thailand / Roseville, IL",Caldwell,Master.,0,3,unknown,3,9.666666666666666
2,1,Albert Francis,male,26.0,1,1,248738,29.0,unknown,S,13,survived,"Bangkok, Thailand / Roseville, IL",Caldwell,Mr.,0,3,unknown,3,9.666666666666666
2,1,Albert Francis (Sylvia Mae Harbaugh),female,22.0,1,1,248738,29.0,unknown,S,13,survived,"Bangkok, Thailand / Roseville, IL",Caldwell,Mrs.,0,3,unknown,3,9.666666666666666
2,1,Clear Annie,female,35.0,0,0,F.C.C. 13528,21.0,unknown,S,14,survived,"Mamaroneck, NY",Cameron,Miss.,1,1,unknown,2,10.5
2,0,William,male,32.60655737704918,0,0,239853,0.0,unknown,S,not_found,not_found,Belfast,Campbell,Mr.,1,1,unknown,3,0.0
2,0,William,male,19.0,0,0,28424,13.0,unknown,S,not_found,18.0,"St Ives, Cornwall / Calumet, MI",Carbines,Mr.,1,1,unknown,1,13.0
2,0,Ernest Courtenay (Lilian Hughes),female,44.0,1,0,244252,26.0,unknown,S,not_found,not_found,London,Carter,Mrs.,0,2,unknown,2,13.0
2,0,Ernest Courtenay,male,54.0,1,0,244252,26.0,unknown,S,not_found,not_found,London,Carter,Rev.,0,2,unknown,2,13.0
2,0,Charles Henry,male,52.0,0,0,248731,13.5,unknown,S,not_found,130.0,"Bronx, NY",Chapman,Mr.,1,1,unknown,1,13.5
2,0,John Henry,male,37.0,1,0,SC/AH 29037,26.0,unknown,S,not_found,17.0,"Cornwall / Spokane, WA",Chapman,Mr.,0,2,unknown,2,13.0
2,0,John Henry (Sara Elizabeth Lawry),female,29.0,1,0,SC/AH 29037,26.0,unknown,S,not_found,not_found,"Cornwall / Spokane, WA",Chapman,Mrs.,0,2,unknown,2,13.0
2,1,Julie Rachel,female,25.0,1,1,237789,30.0,unknown,S,12,survived,London,Christy,Miss.,0,3,unknown,2,15.0
2,1,(Alice Frances),female,45.0,0,2,237789,30.0,unknown,S,12,survived,London,Christy,Mrs.,0,3,unknown,2,15.0
2,0,Charles Valentine,male,29.0,1,0,2003,26.0,unknown,S,not_found,not_found,"England / San Francisco, CA",Clarke,Mr.,0,2,unknown,2,13.0
2,1,Charles V (Ada Maria Winfield),female,28.0,1,0,2003,26.0,unknown,S,14,survived,"England / San Francisco, CA",Clarke,Mrs.,0,2,unknown,2,13.0
2,0,Reginald Charles,male,29.0,0,0,W./C. 14263,10.5,unknown,S,not_found,not_found,"Hartford, Huntingdonshire",Coleridge,Mr.,1,1,unknown,1,10.5
2,0,Erik Gustaf,male,28.0,0,0,248740,13.0,unknown,S,not_found,not_found,"Helsinki, Finland Ashtabula, Ohio",Collander,Mr.,1,1,unknown,1,13.0
2,1,Sidney C Stuart,male,24.0,0,0,28034,10.5,unknown,S,9,survived,"London / Fort Byron, NY",Collett,Mr.,1,1,unknown,1,10.5
2,1,"Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,unknown,S,14,survived,"Bishopstoke, Hants / Fayette Valley, ID",Collyer,Miss.,0,3,unknown,3,8.75
2,0,Harvey,male,31.0,1,1,C.A. 31921,26.25,unknown,S,not_found,not_found,"Bishopstoke, Hants / Fayette Valley, ID",Collyer,Mr.,0,3,unknown,3,8.75
2,1,Harvey (Charlotte Annie Tate),female,31.0,1,1,C.A. 31921,26.25,unknown,S,14,survived,"Bishopstoke, Hants / Fayette Valley, ID",Collyer,Mrs.,0,3,unknown,3,8.75
2,1,(Selena Rogers),female,22.0,0,0,W./C. 14266,10.5,F33,S,14,survived,Pennsylvania,Cook,Mrs.,1,1,F,1,10.5
2,0,Walter H (Irene Colvin),female,30.0,0,0,237249,13.0,unknown,S,not_found,not_found,"Provo, UT",Corbett,Mrs.,1,1,unknown,1,13.0
2,0,Percy C (Mary Phyllis Elizabeth Miller),female,34.09090909090909,0,0,F.C.C. 13534,21.0,unknown,S,not_found,not_found,"Upper Burma, India Pittsburgh, PA",Corey,Mrs.,1,1,unknown,2,10.5
2,0,"Henry ""Harry""",male,21.0,0,0,29107,11.5,unknown,S,not_found,not_found,"Penzance, Cornwall / Akron, OH",Cotterill,Mr.,1,1,unknown,1,11.5
2,0,Alfred Fleming,male,32.60655737704918,0,0,239853,0.0,unknown,S,not_found,not_found,Belfast,Cunningham,Mr.,1,1,unknown,3,0.0
2,1,John Morgan Jr,male,8.0,1,1,C.A. 33112,36.75,unknown,S,14,survived,"St Ives, Cornwall / Hancock, MI",Davies,Master.,0,3,unknown,4,9.1875
2,0,Charles Henry,male,18.0,0,0,S.O.C. 14879,73.5,unknown,S,not_found,not_found,"Lyndhurst, England",Davies,Mr.,1,1,unknown,7,10.5
2,1,John Morgan (Elizabeth Agnes Mary White) ,female,48.0,0,2,C.A. 33112,36.75,unknown,S,14,survived,"St Ives, Cornwall / Hancock, MI",Davies,Mrs.,0,3,unknown,4,9.1875
2,1,Mary,female,28.0,0,0,237668,13.0,unknown,S,13,survived,"London / Staten Island, NY",Davis,Miss.,1,1,unknown,1,13.0
2,0,Jose Joaquim,male,32.0,0,0,244360,13.0,unknown,S,not_found,not_found,"Portugal / Sau Paulo, Brazil",de Brito,Mr.,1,1,unknown,1,13.0
2,0,Percy William,male,17.0,0,0,S.O.C. 14879,73.5,unknown,S,not_found,not_found,unknown,Deacon,Mr.,1,1,unknown,7,10.5
2,0,Sebastiano,male,29.0,1,0,SC/PARIS 2167,27.7208,unknown,C,not_found,295.0,"Lucca, Italy / California",del Carlo,Mr.,0,2,unknown,2,13.8604
2,1,Sebastiano (Argenia Genovesi),female,24.0,1,0,SC/PARIS 2167,27.7208,unknown,C,12,survived,"Lucca, Italy / California",del Carlo,Mrs.,0,2,unknown,2,13.8604
2,0,Herbert,male,25.0,0,0,C.A. 31029,31.5,unknown,S,not_found,not_found,"Guernsey / Elizabeth, NJ",Denbury,Mr.,1,1,unknown,3,10.5
2,0,William,male,18.0,0,0,S.O.C. 14879,73.5,unknown,S,not_found,not_found,"New Forest, England",Dibden,Mr.,1,1,unknown,7,10.5
2,1,Elsie,female,18.0,0,1,231919,23.0,unknown,S,boat_unknown,survived,Southampton,Doling,Miss.,0,2,unknown,2,11.5
2,1,John T (Ada Julia Bone),female,34.0,0,1,231919,23.0,unknown,S,boat_unknown,survived,Southampton,Doling,Mrs.,0,2,unknown,2,11.5
2,0,William James,male,54.0,0,0,28403,26.0,unknown,S,not_found,not_found,"Holley, NY",Downton,Mr.,1,1,unknown,2,13.0
2,1,Marshall Brines,male,8.0,0,2,28220,32.5,unknown,S,10,survived,"Greenport, NY",Drew,Master.,0,3,unknown,3,10.833333333333334
2,0,James Vivian,male,42.0,1,1,28220,32.5,unknown,S,not_found,not_found,"Greenport, NY",Drew,Mr.,0,3,unknown,3,10.833333333333334
2,1,James Vivian (Lulu Thorne Christian),female,34.0,1,1,28220,32.5,unknown,S,10,survived,"Greenport, NY",Drew,Mrs.,0,3,unknown,3,10.833333333333334
2,1,Asuncion,female,27.0,1,0,SC/PARIS 2149,13.8583,unknown,C,12,survived,"Barcelona, Spain / Havana, Cuba",Duran y More,Miss.,0,2,unknown,1,13.8583
2,1,Florentina,female,30.0,1,0,SC/PARIS 2148,13.8583,unknown,C,12,survived,"Barcelona, Spain / Havana, Cuba",Duran y More,Miss.,0,2,unknown,1,13.8583
2,0,George Floyd,male,23.0,0,0,29751,13.0,unknown,S,not_found,not_found,"England / Detroit, MI",Eitemiller,Mr.,1,1,unknown,1,13.0
2,0,Ingvar,male,21.0,0,0,236854,13.0,unknown,S,not_found,not_found,"Goteborg, Sweden / Rockford, IL",Enander,Mr.,1,1,unknown,1,13.0
2,0,Arne Jonas,male,18.0,0,0,236171,13.0,unknown,S,not_found,not_found,"Oslo, Norway Bayonne, NJ",Fahlstrom,Mr.,1,1,unknown,1,13.0
2,0,Harry,male,40.0,1,0,2926,26.0,unknown,S,not_found,286.0,"England / Philadelphia, PA",Faunthorpe,Mr.,0,2,unknown,2,13.0
2,1,Lizzie (Elizabeth Anne Wilkinson),female,29.0,1,0,2926,26.0,unknown,S,16,survived,unknown,Faunthorpe,Mrs.,0,2,unknown,2,13.0
2,0,Joseph Charles,male,18.0,0,0,C.A. 15185,10.5,unknown,S,not_found,not_found,"Cornwall / Houghton, MI",Fillbrook,Mr.,1,1,unknown,1,10.5
2,0,Stanley Hubert,male,36.0,0,0,229236,13.0,unknown,S,not_found,236.0,"Rochester, NY",Fox,Mr.,1,1,unknown,1,13.0
2,0,"Anthony Wood ""Archie""",male,32.60655737704918,0,0,239854,0.0,unknown,S,not_found,not_found,Belfast,Frost,Mr.,1,1,unknown,1,0.0
2,0,Annie Clemmer,female,38.0,0,0,237671,13.0,unknown,S,not_found,not_found,"Janjgir, India / Pennsylvania",Funk,Miss.,1,1,unknown,1,13.0
2,0,Joseph J,male,35.0,0,0,239865,26.0,unknown,S,not_found,322.0,"Liverpool / Montreal, PQ",Fynney,Mr.,1,1,unknown,2,13.0
2,0,Harry,male,38.0,1,0,28664,21.0,unknown,S,not_found,not_found,"Cornwall / Clear Creek, CO",Gale,Mr.,0,2,unknown,2,10.5
2,0,Shadrach,male,34.0,1,0,28664,21.0,unknown,S,not_found,not_found,"Cornwall / Clear Creek, CO",Gale,Mr.,0,2,unknown,2,10.5
2,1,Ethel,female,34.0,0,0,243880,13.0,unknown,S,12,survived,"Brooklyn, NY",Garside,Miss.,1,1,unknown,1,13.0
2,0,Alfred,male,16.0,0,0,239865,26.0,unknown,S,not_found,not_found,"Liverpool / Montreal, PQ",Gaskell,Mr.,1,1,unknown,2,13.0
2,0,Lawrence,male,26.0,0,0,31028,10.5,unknown,S,not_found,not_found,"Guernsey / Elizabeth, NJ",Gavey,Mr.,1,1,unknown,1,10.5
2,0,William,male,47.0,0,0,C.A. 30769,10.5,unknown,S,not_found,not_found,Cornwall,Gilbert,Mr.,1,1,unknown,1,10.5
2,0,Edgar,male,21.0,1,0,28133,11.5,unknown,S,not_found,not_found,"Cornwall / Camden, NJ",Giles,Mr.,0,2,unknown,1,11.5
2,0,Frederick Edward,male,21.0,1,0,28134,11.5,unknown,S,not_found,not_found,"Cornwall / Camden, NJ",Giles,Mr.,0,2,unknown,1,11.5
2,0,Ralph,male,24.0,0,0,248726,13.5,unknown,S,not_found,297.0,"West Kensington, London",Giles,Mr.,1,1,unknown,1,13.5
2,0,John William,male,24.0,0,0,233866,13.0,unknown,S,not_found,155.0,"Clevedon, England",Gill,Mr.,1,1,unknown,1,13.0
2,0,William Henry,male,34.0,0,0,12233,13.0,unknown,S,not_found,not_found,"Vancouver, BC",Gillespie,Mr.,1,1,unknown,1,13.0
2,0,Hans Kristensen,male,30.0,0,0,250646,13.0,unknown,S,not_found,305.0,unknown,Givard,Mr.,1,1,unknown,1,13.0
2,0,Samuel,male,52.0,0,0,250647,13.0,unknown,S,not_found,19.0,"Bronx, NY",Greenberg,Mr.,1,1,unknown,2,6.5
2,0,Reginald,male,30.0,0,0,250653,13.0,unknown,S,not_found,75.0,"Auburn, NY",Hale,Mr.,1,1,unknown,1,13.0
2,1,Viljo,male,0.6667,1,1,250649,14.5,unknown,S,4,survived,"Detroit, MI",Hamalainen,Master.,0,3,unknown,2,7.25
2,1,William (Anna),female,24.0,0,2,250649,14.5,unknown,S,4,survived,"Detroit, MI",Hamalainen,Mrs.,0,3,unknown,2,7.25
2,0,William H,male,44.0,0,0,248746,13.0,unknown,S,not_found,35.0,"Seattle, WA / Toledo, OH",Harbeck,Mr.,1,1,unknown,1,13.0
2,1,"Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,unknown,S,11,survived,"Denmark Hill, Surrey / Chicago",Harper,Miss.,0,2,unknown,3,11.0
2,0,John,male,28.0,0,1,248727,33.0,unknown,S,not_found,not_found,"Denmark Hill, Surrey / Chicago",Harper,Rev.,0,2,unknown,3,11.0
2,1,George,male,62.0,0,0,S.W./PP 752,10.5,unknown,S,15,survived,London,Harris,Mr.,1,1,unknown,1,10.5
2,0,Walter,male,30.0,0,0,W/C 14208,10.5,unknown,S,not_found,not_found,"Walthamstow, England",Harris,Mr.,1,1,unknown,1,10.5
2,1,Eva Miriam,female,7.0,0,2,F.C.C. 13529,26.25,unknown,S,14,survived,"Ilford, Essex / Winnipeg, MB",Hart,Miss.,0,3,unknown,3,8.75
2,0,Benjamin,male,43.0,1,1,F.C.C. 13529,26.25,unknown,S,not_found,not_found,"Ilford, Essex / Winnipeg, MB",Hart,Mr.,0,3,unknown,3,8.75
2,1,Benjamin (Esther Ada Bloomfield),female,45.0,1,1,F.C.C. 13529,26.25,unknown,S,14,survived,"Ilford, Essex / Winnipeg, MB",Hart,Mrs.,0,3,unknown,3,8.75
2,1,Alice,female,24.0,1,2,220845,65.0,unknown,S,9,survived,"Somerset / Bernardsville, NJ",Herman,Miss.,0,4,unknown,5,13.0
2,1,Kate,female,24.0,1,2,220845,65.0,unknown,S,9,survived,"Somerset / Bernardsville, NJ",Herman,Miss.,0,4,unknown,5,13.0
2,0,Samuel,male,49.0,1,2,220845,65.0,unknown,S,not_found,not_found,"Somerset / Bernardsville, NJ",Herman,Mr.,0,4,unknown,5,13.0
2,1,Samuel (Jane Laver),female,48.0,1,2,220845,65.0,unknown,S,9,survived,"Somerset / Bernardsville, NJ",Herman,Mrs.,0,4,unknown,5,13.0
2,1,(Mary D Kingcome) ,female,55.0,0,0,248706,16.0,unknown,S,13,survived,"India / Rapid City, SD",Hewlett,Mrs.,1,1,unknown,1,16.0
2,0,Leonard Mark,male,24.0,2,0,S.O.C. 14879,73.5,unknown,S,not_found,not_found,"West Hampstead, London / Neepawa, MB",Hickman,Mr.,0,3,unknown,7,10.5
2,0,Lewis,male,32.0,2,0,S.O.C. 14879,73.5,unknown,S,not_found,256.0,"West Hampstead, London / Neepawa, MB",Hickman,Mr.,0,3,unknown,7,10.5
2,0,Stanley George,male,21.0,2,0,S.O.C. 14879,73.5,unknown,S,not_found,not_found,"West Hampstead, London / Neepawa, MB",Hickman,Mr.,0,3,unknown,7,10.5
2,0,Marta,female,18.0,1,1,250650,13.0,unknown,S,not_found,not_found,"Kontiolahti, Finland / Detroit, MI",Hiltunen,Miss.,0,3,unknown,1,13.0
2,1,"Ellen ""Nellie""",female,20.0,2,1,29105,23.0,unknown,S,4,survived,"Cornwall / Akron, OH",Hocking,Miss.,0,4,unknown,2,11.5
2,0,Richard George,male,23.0,2,1,29104,11.5,unknown,S,not_found,not_found,"Cornwall / Akron, OH",Hocking,Mr.,0,4,unknown,1,11.5
2,0,Samuel James Metcalfe,male,36.0,0,0,242963,13.0,unknown,S,not_found,not_found,"Devonport, England",Hocking,Mr.,1,1,unknown,1,13.0
2,1,Elizabeth (Eliza Needs),female,54.0,1,3,29105,23.0,unknown,S,4,survived,"Cornwall / Akron, OH",Hocking,Mrs.,0,5,unknown,2,11.5
2,0,Henry Price,male,50.0,0,0,250643,13.0,unknown,S,not_found,149.0,Southampton,Hodges,Mr.,1,1,unknown,1,13.0
2,0,Stephen,male,44.0,1,0,26707,26.0,unknown,S,not_found,not_found,"England / Sacramento, CA",Hold,Mr.,0,2,unknown,2,13.0
2,1,Stephen (Annie Margaret Hill),female,29.0,1,0,26707,26.0,unknown,S,10,survived,"England / Sacramento, CA",Hold,Mrs.,0,2,unknown,2,13.0
2,0,Ambrose Jr,male,21.0,0,0,S.O.C. 14879,73.5,unknown,S,not_found,not_found,"New Forest, England",Hood,Mr.,1,1,unknown,7,10.5
2,1,Masabumi,male,42.0,0,0,237798,13.0,unknown,S,10,survived,"Tokyo, Japan",Hosono,Mr.,1,1,unknown,1,13.0
2,0,Benjamin,male,63.0,1,0,24065,26.0,unknown,S,not_found,not_found,"Swindon, England",Howard,Mr.,0,2,unknown,2,13.0
2,0,Benjamin (Ellen Truelove Arman),female,60.0,1,0,24065,26.0,unknown,S,not_found,not_found,"Swindon, England",Howard,Mrs.,0,2,unknown,2,13.0
2,0,George Henry,male,33.0,0,0,SCO/W 1585,12.275,unknown,S,not_found,not_found,"Philadelphia, PA",Hunt,Mr.,1,1,unknown,1,12.275
2,1,Bertha,female,17.0,0,0,SO/C 14885,10.5,unknown,S,boat_unknown,survived,Guernsey,Ilett,Miss.,1,1,unknown,1,10.5
2,0,Sidney Samuel,male,42.0,1,0,243847,27.0,unknown,S,not_found,not_found,London,Jacobsohn,Mr.,0,2,unknown,2,13.5
2,1,Sidney Samuel (Amy Frances Christy),female,24.0,2,1,243847,27.0,unknown,S,12,survived,London,Jacobsohn,Mrs.,0,4,unknown,2,13.5
2,0,John Denzil,male,47.0,0,0,237565,15.0,unknown,S,not_found,not_found,"North Evington, England",Jarvis,Mr.,1,1,unknown,1,15.0
2,0,Clifford Thomas,male,24.0,2,0,C.A. 31029,31.5,unknown,S,not_found,not_found,"Guernsey / Elizabeth, NJ",Jefferys,Mr.,0,3,unknown,3,10.5
2,0,Ernest Wilfred,male,22.0,2,0,C.A. 31029,31.5,unknown,S,not_found,not_found,"Guernsey / Elizabeth, NJ",Jefferys,Mr.,0,3,unknown,3,10.5
2,0,Stephen Curnow,male,32.0,0,0,C.A. 33111,10.5,unknown,S,not_found,not_found,"St Ives, Cornwall / Houghton, MI",Jenkin,Mr.,1,1,unknown,1,10.5
2,1,Amin S (Marie Marthe Thuillard),female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,11,survived,"New York, NY",Jerwan,Mrs.,1,1,D,1,13.7917
2,0,Sinai,male,34.0,1,0,244367,26.0,unknown,S,not_found,283.0,"Moscow / Bronx, NY",Kantor,Mr.,0,2,unknown,2,13.0
2,1,Sinai (Miriam Sternin),female,24.0,1,0,244367,26.0,unknown,S,12,survived,"Moscow / Bronx, NY",Kantor,Mrs.,0,2,unknown,2,13.0
2,0,J Frank (Claire Bennett),female,22.0,0,0,F.C.C. 13534,21.0,unknown,S,not_found,not_found,"India / Pittsburgh, PA",Karnes,Mrs.,1,1,unknown,2,10.5
2,1,Nora A,female,30.0,0,0,226593,12.35,E101,Q,10,survived,"Harrisburg, PA",Keane,Miss.,1,1,E,1,12.35
2,0,Daniel,male,35.0,0,0,233734,12.35,unknown,Q,not_found,not_found,unknown,Keane,Mr.,1,1,unknown,1,12.35
2,1,"Florence ""Fannie""",female,45.0,0,0,223596,13.5,unknown,S,9,survived,"London / New York, NY",Kelly,Mrs.,1,1,unknown,1,13.5
2,0,Charles Leonard,male,57.0,0,0,219533,12.35,unknown,Q,not_found,not_found,"Glasgow / Bangor, ME",Kirkland,Rev.,1,1,unknown,1,12.35
2,0,Robert J,male,32.60655737704918,0,0,239855,0.0,unknown,S,not_found,not_found,Belfast,Knight,Mr.,1,1,unknown,1,0.0
2,0,Johan Henrik Johannesson,male,31.0,0,0,C.A. 18723,10.5,unknown,S,not_found,165.0,"Sweden / Arlington, NJ",Kvillner,Mr.,1,1,unknown,1,10.5
2,0,William (Anna Sylfven),female,26.0,1,1,250651,26.0,unknown,S,not_found,not_found,"Minneapolis, MN",Lahtinen,Mrs.,0,3,unknown,2,13.0
2,0,William,male,30.0,1,1,250651,26.0,unknown,S,not_found,not_found,"Minneapolis, MN",Lahtinen,Rev.,0,3,unknown,2,13.0
2,0,John Joseph,male,53.75,0,0,240261,10.7083,unknown,Q,not_found,not_found,unknown,Lamb,Mr.,1,1,unknown,1,10.7083
2,1,Louise,female,1.0,1,2,SC/Paris 2123,41.5792,unknown,C,14,survived,Paris / Haiti,Laroche,Miss.,0,4,unknown,4,10.3948
2,1,Simonne Marie Anne Andree,female,3.0,1,2,SC/Paris 2123,41.5792,unknown,C,14,survived,Paris / Haiti,Laroche,Miss.,0,4,unknown,4,10.3948
2,0,Joseph Philippe Lemercier,male,25.0,1,2,SC/Paris 2123,41.5792,unknown,C,not_found,not_found,Paris / Haiti,Laroche,Mr.,0,4,unknown,4,10.3948
2,1,Joseph (Juliette Marie Louise Lafargue),female,22.0,1,2,SC/Paris 2123,41.5792,unknown,C,14,survived,Paris / Haiti,Laroche,Mrs.,0,4,unknown,4,10.3948
2,1,Bertha,female,17.0,0,0,SC 1748,12.0,unknown,C,12,survived,"Berne, Switzerland / Central City, IA",Lehmann,Miss.,1,1,unknown,1,12.0
2,1,Jessie Wills,female,27.68020875,0,0,248727,33.0,unknown,S,11,survived,"London / Chicago, IL",Leitch,Miss.,1,1,unknown,3,11.0
2,1,(Amelia Milley),female,34.0,0,0,C.A. 34260,10.5,F33,S,14,survived,"Chicago, IL",Lemore,Mrs.,1,1,F,1,10.5
2,0,Rene Jacques,male,36.0,0,0,SC/Paris 2163,12.875,D,C,not_found,not_found,"Montreal, PQ",Levy,Mr.,1,1,D,1,12.875
2,0,Robert William Norman,male,24.0,0,0,C.A. 29566,10.5,unknown,S,not_found,108.0,unknown,Leyson,Mr.,1,1,unknown,1,10.5
2,0,John,male,61.0,0,0,235509,12.35,unknown,Q,not_found,not_found,unknown,Lingane,Mr.,1,1,unknown,1,12.35
2,0,Charles Alexander,male,50.0,1,0,SC/AH 3085,26.0,unknown,S,not_found,121.0,"Weston-Super-Mare, Somerset",Louch,Mr.,0,2,unknown,2,13.0
2,1,Charles Alexander (Alice Adelaide Slow),female,42.0,1,0,SC/AH 3085,26.0,unknown,S,boat_unknown,survived,"Weston-Super-Mare, Somerset",Louch,Mrs.,0,2,unknown,2,13.0
2,0,(Mary),female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,not_found,52.0,"Southampton / New York, NY",Mack,Mrs.,1,1,E,2,5.25
2,0,Noel,male,30.5,0,0,237735,15.0458,D,C,not_found,not_found,Paris,Malachard,Mr.,1,1,D,1,15.0458
2,1,Andre,male,1.0,0,2,S.C./PARIS 2079,37.0042,unknown,C,10,survived,"Paris / Montreal, PQ",Mallet,Master.,0,3,unknown,3,12.334733333333332
2,0,Albert,male,31.0,1,1,S.C./PARIS 2079,37.0042,unknown,C,not_found,not_found,"Paris / Montreal, PQ",Mallet,Mr.,0,3,unknown,3,12.334733333333332
2,1,Albert (Antoinette Magnin),female,24.0,1,1,S.C./PARIS 2079,37.0042,unknown,C,10,survived,"Paris / Montreal, PQ",Mallet,Mrs.,0,3,unknown,3,12.334733333333332
2,0,Serafino Emilio,male,30.5,0,0,SC/A.3 2861,15.5792,unknown,C,not_found,not_found,"New York, NY",Mangiavacchi,Mr.,1,1,unknown,1,15.5792
2,0,William John,male,30.0,0,0,28228,13.0,unknown,S,not_found,not_found,"St Austall, Cornwall",Matthews,Mr.,1,1,unknown,1,13.0
2,0,Frank Hubert,male,40.0,0,0,239059,16.0,unknown,S,not_found,not_found,"Weston-Super-Mare / Moose Jaw, SK",Maybery,Mr.,1,1,unknown,1,16.0
2,0,Arthur Gordon,male,32.0,0,0,237216,13.5,unknown,S,not_found,209.0,"Sydney, Australia",McCrae,Mr.,1,1,unknown,1,13.5
2,0,James Matthew,male,30.0,0,0,233478,13.0,unknown,S,not_found,not_found,"Sarnia, ON",McCrie,Mr.,1,1,unknown,1,13.0
2,0,Peter David,male,46.0,0,0,28403,26.0,unknown,S,not_found,not_found,"Rochester, NY",McKane,Mr.,1,1,unknown,2,13.0
2,1,Madeleine Violet,female,13.0,0,1,250644,19.5,unknown,S,14,survived,"England / Bennington, VT",Mellinger,Miss.,0,2,unknown,2,9.75
2,1,(Elizabeth Anne Maidment),female,41.0,0,1,250644,19.5,unknown,S,14,survived,"England / Bennington, VT",Mellinger,Mrs.,0,2,unknown,2,9.75
2,1,William John,male,19.0,0,0,SW/PP 751,10.5,unknown,S,B,survived,"Chelsea, London",Mellors,Mr.,1,1,unknown,1,10.5
2,0,August,male,39.0,0,0,248723,13.0,unknown,S,not_found,not_found,"Harrow-on-the-Hill, Middlesex",Meyer,Mr.,1,1,unknown,1,13.0
2,0,Jacob Christian,male,48.0,0,0,234360,13.0,unknown,S,not_found,271.0,"Copenhagen, Denmark",Milling,Mr.,1,1,unknown,1,13.0
2,0,Henry Michael,male,70.0,0,0,C.A. 24580,10.5,unknown,S,not_found,not_found,"Guernsey / Montclair, NJ and/or Toledo, Ohio",Mitchell,Mr.,1,1,unknown,1,10.5
2,0,Juozas,male,27.0,0,0,211536,13.0,unknown,S,not_found,not_found,"Worcester, MA",Montvila,Rev.,1,1,unknown,1,13.0
2,0,Ernest,male,54.0,0,0,29011,14.0,unknown,S,not_found,not_found,"Frankfort, KY",Moraweck,Dr.,1,1,unknown,1,14.0
2,0,"Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,unknown,S,not_found,not_found,unknown,Morley,Mr.,1,1,unknown,2,13.0
2,0,Thomas Charles,male,16.0,0,0,S.O./P.P. 3,10.5,unknown,S,not_found,not_found,"Halesworth, England",Mudd,Mr.,1,1,unknown,2,5.25
2,0,Thomas Francis,male,62.0,0,0,240276,9.6875,unknown,Q,not_found,not_found,"Cambridge, MA",Myles,Mr.,1,1,unknown,1,9.6875
2,0,Nicholas,male,32.5,1,0,237736,30.0708,unknown,C,not_found,43.0,"New York, NY",Nasser,Mr.,0,2,unknown,2,15.0354
2,1,Nicholas (Adele Achem),female,14.0,1,0,237736,30.0708,unknown,C,boat_unknown,survived,"New York, NY",Nasser,Mrs.,0,2,unknown,2,15.0354
2,1,Edmond Roger,male,2.0,1,1,230080,26.0,F2,S,D,survived,"Nice, France",Navratil,Master.,0,3,F,3,8.666666666666666
2,1,Michel M,male,3.0,1,1,230080,26.0,F2,S,D,survived,"Nice, France",Navratil,Master.,0,3,F,3,8.666666666666666
2,0,"Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,F2,S,not_found,15.0,"Nice, France",Navratil,Mr.,0,3,F,3,8.666666666666666
2,0,Israel,male,26.0,0,0,244368,13.0,F2,S,not_found,not_found,"Boston, MA",Nesson,Mr.,1,1,F,1,13.0
2,0,Joseph Charles,male,19.0,1,1,C.A. 33112,36.75,unknown,S,not_found,101.0,"Cornwall / Hancock, MI",Nicholls,Mr.,0,3,unknown,4,9.1875
2,0,Robert Douglas,male,28.0,0,0,218629,13.5,unknown,S,not_found,287.0,Glasgow,Norman,Mr.,1,1,unknown,1,13.5
2,1,"Alfred (""Baron von Drachstedt"")",male,20.0,0,0,SC/PARIS 2166,13.8625,D38,C,7,survived,"Cologne, Germany",Nourney,Mr.,1,1,D,1,13.8625
2,1,(Elizabeth Ramell),female,29.0,0,0,C.A. 29395,10.5,F33,S,11,survived,"Folkstone, Kent / New York, NY",Nye,Mrs.,1,1,F,1,10.5
2,0,Richard,male,39.0,0,0,28213,13.0,unknown,S,not_found,not_found,"Middleburg Heights, OH",Otter,Mr.,1,1,unknown,1,13.0
2,1,Percy Thomas,male,22.0,0,0,W./C. 14260,10.5,unknown,S,13,survived,"Pondersend, England / New Durham, NJ",Oxenham,Mr.,1,1,unknown,1,10.5
